MF_Frac,Column,AvePoo,AveBlank,AveSmp,mz,rt,BestMatch,Confidence,Manual_Annote,Manual_Confidence,MS2dat1,MS2dat2,MS2dat3,MS2dat4,RT,Adduct,IsotopeMatch,MassFeature,pcgroup,IonType,Charge,MassOfM,IsoGroup,mzOfI,TargetMatches,ppmMatches,RTdiffMatches,KeggMatches,Keggppm,KeggNames,MS2,MassBankMatch,MassBankppm,MassBankCosine1
I130.05R12.12_HILICPos,HILICPos,18654980.08,2110517.43,31251659.28,130.0500482,727.2634504,Glutamic acid,1,,,"84.04499, 100; 130.05002, 31.2; 130.12274, 15; 130.08633, 14.5; 114.09146, 13.3; 88.07633, 11.1; 131.1181, 7.5; 129.06612, 6.1; 130.15919, 3.8; 131.03738, 2.5; 129.10226, 2.3; 108.65138, 1.8; 100.01746, 1.7; 74.56449, 1.6; 65.28895, 1.6; 70.06581, 1.4; 66.0882, 1.4","84.04504, 100; 130.05016, 31.1; 130.12279, 14.1; 88.07629, 11.1; 130.08641, 8.2; 114.09176, 6.1; 131.11821, 2.6; 130.15964, 2.1; 131.08179, 1.9; 58.06583, 1.9; 126.76862, 1.8; 131.03725, 1.8; 129.1026, 1.7; 81.98036, 1.5; 128.95369, 1.4; 65.38895, 1.3; 74.58106, 1.3; 68.94402, 1.3; 84.33042, 1.3; 68.1458, 1.3; 143.21227, 1.2; 59.69657, 1.2","84.04498, 100; 130.05, 32.5; 130.08649, 7.3; 130.06519, 6.2; 114.09153, 6; 130.15912, 5.3; 129.10217, 4.4; 129.06595, 4.3; 130.04492, 1.8; 85.04832, 1.6; 131.08174, 1.6; 131.11778, 1.5; 91.01616, 1.2; 70.04077, 1.1; 50.04907, 1; 63.51723, 1; 109.69862, 1; 52.42532, 1; 56.96614, 1; 65.1366, 1; 55.1926, 0.9; 60.23619, 0.9; 52.56533, 0.9","84.045, 100; 130.04997, 28.1; 130.15929, 6.4; 130.08623, 4.5; 130.06523, 3; 85.04829, 3; 114.0917, 1.9; 130.1226, 1.6; 131.11797, 1.2; 112.07598, 1.1; 88.07609, 1; 84.28558, 1; 129.10245, 0.9; 139.24425, 0.9; 105.12183, 0.9; 96.44421, 0.8; 102.93945, 0.8; 66.34049, 0.8; 110.60665, 0.8; 56.05024, 0.7; 103.57167, 0.7; 80.82227, 0.7; 125.79429, 0.7; 79.4861, 0.7; 105.70973, 0.7",12.12105751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C01877; cpd:C01879; cpd:C02237; cpd:C03541; cpd:C03801; cpd:C04281; cpd:C04282; cpd:C05723; cpd:C05929,2.84454142,4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid;,NA,NA,NA,NA
I268.1042R1.02_CyanoAq,CyanoAq,18509688.86,146844.357,19746919.46,268.1042143,61.13833888,"Adenosine; (2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol ID:PB006010",2,Adenosine,1,"136.06183, 100; 137.06519, 3.1; 268.10413, 1.5; 137.05888, 1.2","136.06183, 100; 137.06522, 3; 268.10406, 1.5; 137.05887, 1.2","136.06189, 100; 137.06526, 3.3; 268.10394, 1.2; 137.05891, 1; 164.92072, 0.8; 80.94854, 0.7","136.06194, 100; 137.06529, 3.5; 137.05898, 1.4; 268.10394, 1.3; 217.68475, 0.9; 164.9207, 0.9; 80.94861, 0.8",1.018972315,NA,NA,I268.1042R1.02,24,I,+,NA,354,268.1042143,NA,NA,NA,cpd:C00212; cpd:C00330; cpd:C07195; cpd:C07210,1.360173263,Adenosine Deoxyguanosine; Zidovudine; Adenosine Deoxyguanosine; Zidovudine; Adenosine Deoxyguanosine; Zidovudine;,"136.06183, 100; 137.06519, 3.1; 268.10413, 1.5; 137.05888, 1.2","Adenosine; (2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol ID:PB006010",0.685686051,0.990224597
I175.119R17.83_HILICPos,HILICPos,18324322.82,3083688.406,32428467.03,175.1190291,1069.967292,Arginine,1,,,"175.119, 100; 116.07096, 52.7; 60.05641, 50.2; 70.06586, 48.6; 158.09249, 20.3; 130.09761, 19.9; 112.08719, 4.7; 72.08148, 4.1; 157.10875, 3.8; 175.09893, 2.2; 114.09164, 2.1; 176.09317, 2; 135.04395, 1.4; 176.12239, 1.1; 114.1029, 1.1; 115.08702, 1; 117.07417, 0.6","175.11899, 100; 116.07095, 62; 60.05639, 46.7; 70.06583, 45; 158.09247, 21.5; 130.0976, 19; 112.08719, 5.3; 157.10851, 4.8; 114.09164, 4.3; 158.01497, 3.9; 72.08135, 2.8; 134.99911, 1.9; 70.06367, 1.8; 175.09821, 1.7; 176.02556, 1.5; 176.12189, 1.4; 135.0444, 1.4; 115.0867, 1.2; 96.27863, 1.1; 153.00919, 1; 74.0725, 1; 59.35149, 1; 135.37881, 0.9; 117.07435, 0.9; 83.93791, 0.9; 110.67616, 0.9; 105.50882, 0.9; 87.04508, 0.9; 100.01803, 0.9; 65.46603, 0.8; 194.02264, 0.8; 73.32898, 0.8; 102.50572, 0.8; 58.64293, 0.8","175.11893, 100; 60.05641, 58.3; 116.07096, 57.4; 70.06582, 57.3; 158.09266, 22.7; 130.09762, 22.1; 112.08731, 4.8; 157.10849, 4.2; 72.08144, 3.2; 176.09251, 3.2; 114.09155, 2.8; 135.04419, 2.2; 114.10276, 2.1; 175.09813, 1.9; 175.10919, 1.6; 134.99915, 1.4; 158.01468, 1.2; 176.12843, 1; 158.01535, 1; 176.12219, 0.8; 175.08644, 0.8; 115.08685, 0.7; 117.07418, 0.7; 113.07063, 0.7; 71.06907, 0.7; 194.49625, 0.6","175.11888, 100; 116.0709, 61.9; 70.06584, 57.1; 60.05638, 55.5; 158.0925, 21.1; 130.09774, 19.5; 158.01487, 9.2; 112.08727, 5.7; 134.99889, 5.3; 157.1082, 3.7; 72.08141, 3.2; 176.0254, 2.4; 114.0918, 1.9; 175.09793, 1.3; 114.10271, 1.3; 176.12212, 1.3; 175.08658, 1; 135.04416, 1; 97.07648, 1; 111.07964, 0.8; 88.34241, 0.8; 123.65762, 0.7; 113.07122, 0.7; 115.08681, 0.7; 75.93929, 0.7; 64.84032, 0.7; 54.82634, 0.6; 68.61762, 0.6; 153.00948, 0.6; 100.15436, 0.6; 59.40256, 0.6; 126.10246, 0.6; 157.05544, 0.6; 140.00391, 0.6; 182.68446, 0.6; 108.17785, 0.6; 75.07407, 0.6; 73.0849, 0.6; 56.06641, 0.6; 161.3493, 0.6; 56.87798, 0.6",17.83278819,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arginine,0.451443241,0.097211807,cpd:C00062; cpd:C00792; cpd:C02385,2.693267718,L-Arginine; D-Arginine;,"175.119, 100; 116.07096, 52.7; 60.05641, 50.2; 70.06586, 48.6; 158.09249, 20.3; 130.09761, 19.9; 112.08719, 4.7; 72.08148, 4.1; 157.10875, 3.8; 175.09893, 2.2; 114.09164, 2.1; 176.09317, 2; 135.04395, 1.4; 176.12239, 1.1; 114.1029, 1.1; 115.08702, 1; 117.07417, 0.6",L-ARGININE ID:CCMSLIB00000577958,0.438377842,1.085333983
I209.0478R11.07_HILICPos,HILICPos,17991755.9,692232.3184,17037109.11,209.0478401,664.2395782,2-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalic acid;,3,,,"145.00949, 100; 63.02703, 66.7; 57.03349, 52.4; 119.03415, 52.2; 163.02013, 36.7; 89.02389, 32.1; 168.02568, 31.2; 209.04744, 20.9; 84.96022, 15.3; 209.16469, 15.3; 217.22794, 14.8; 186.03615, 11.4; 55.01861, 11; 117.95988, 10.9; 162.99394, 10.5; 217.2413, 9.9; 209.2012, 9.8; 126.99912, 8; 186.01012, 3.9; 149.05992, 3.5; 208.16948, 3.2; 168.07698, 3.1; 125.98644, 2.7; 96.08116, 2.3; 121.99368, 2.3; 122.23707, 2.2; 227.86736, 2.2; 114.88106, 2.1; 139.12253, 2; 142.61212, 1.9; 71.01339, 1.9; 117.82899, 1.8; 158.36017, 1.8; 53.49991, 1.8; 125.95366, 1.8; 181.79176, 1.8; 183.99544, 1.7; 80.87269, 1.7; 104.55003, 1.7; 84.15191, 1.7; 63.7975, 1.7; 65.27255, 1.6; 70.04475, 1.6; 65.0211, 1.6; 50.90067, 1.6; 70.24256, 1.5","145.00957, 100; 162.99202, 57.7; 163.0201, 41.4; 168.02556, 34.1; 63.02708, 28.5; 119.03424, 25.9; 186.00996, 24.4; 57.03431, 23.7; 89.02395, 15.6; 186.03594, 10.4; 209.04927, 9; 84.96033, 8.7; 126.99897, 8.7; 144.98333, 8.4; 209.16465, 7.1; 144.03194, 6.5; 117.9598, 4.9; 209.20134, 4.6; 209.02609, 4.2; 121.99366, 4; 219.12706, 3.7; 55.01864, 3.4; 163.9948, 3.4; 208.16992, 2.3; 71.01349, 2.3; 220.94125, 2.1; 167.0484, 1.8; 125.98654, 1.8; 146.01063, 1.7; 187.05634, 1.7; 145.02773, 1.5; 209.0381, 1.2; 103.98342, 1.1; 223.8501, 1; 147.0288, 1; 167.99943, 1; 187.01096, 0.9; 149.05979, 0.9; 169.0276, 0.9; 220.92825, 0.7; 208.9576, 0.7; 75.04463, 0.7; 223.83699, 0.7; 141.05074, 0.6","145.00948, 100; 163.02, 37.6; 168.02549, 27; 63.02703, 18.5; 57.03426, 16.4; 119.03404, 14.9; 162.99388, 12.3; 89.02383, 10; 186.03586, 7.7; 126.99912, 7.4; 209.16506, 6.1; 209.04944, 5.7; 121.99362, 3.9; 219.004, 3.4; 209.20126, 3.2; 186.00999, 2.9; 117.95963, 2.9; 221.60596, 2.2; 55.01863, 1.7; 208.16958, 1.4; 140.00409, 1.2; 146.01038, 1.2; 144.03185, 1.1; 208.95699, 1; 96.08141, 0.9; 71.01346, 0.7; 103.9832, 0.7; 144.98318, 0.7; 223.83517, 0.7; 163.01283, 0.6","145.00953, 100; 163.02003, 39.4; 168.02745, 27.2; 162.99391, 15.8; 63.02706, 14.5; 119.033, 14.2; 57.0343, 12.4; 89.02392, 8.8; 126.99909, 8.4; 186.03605, 7.4; 209.16471, 4.6; 186.00996, 4.4; 209.05043, 4.3; 219.24271, 4.3; 117.95994, 4; 121.99364, 4; 146.01048, 2.8; 219.99161, 2.4; 55.01865, 2.2; 209.20178, 2.1; 139.12319, 2; 103.98334, 1.7; 71.0135, 1.6; 187.05666, 1.4; 140.00426, 1.3; 144.98332, 1.3; 164.02067, 0.8; 208.16978, 0.7; 169.02857, 0.6; 219.2556, 0.6; 163.99493, 0.6",11.07065964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C17210; cpd:C17212,2.533455902,2-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalic acid;,NA,NA,NA,NA
I130.0864R6.66_HILICNeg,HILICNeg,17533220.41,263925.7854,25987958.39,130.0863537,399.6926658,L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate;,3,Leucine,1,"131.0392, 100; 130.0401, 79.8; 89.01338, 35.4; 65.01332, 35.1; 130.08754, 5.3; 90.00921, 3.9; 103.02908, 3; 88.01817, 2.5; 129.0323, 2.3; 130.02872, 2.2; 104.02431, 1.8; 131.06027, 1.8; 130.93018, 1.8; 64.00546, 1.3; 103.01641, 0.8","131.03921, 100; 130.0401, 85.9; 65.01332, 38.7; 89.01339, 35.7; 130.08636, 11.8; 90.0086, 4.1; 130.93024, 3.4; 103.02908, 3.2; 129.03235, 2.8; 88.01811, 2.6; 131.06022, 1.9; 104.02432, 1.7; 130.02877, 1.6; 64.00551, 1.1; 77.0133, 0.6","130.08631, 100; 130.03999, 9.7; 131.03507, 8.1; 130.93004, 7.2; 65.0133, 5.7; 131.08958, 3.6; 89.0132, 2.1; 129.09065, 0.8; 54.27301, 0.8; 70.04214, 0.7; 111.24162, 0.6; 84.00873, 0.6; 71.16211, 0.6; 123.33348, 0.6; 64.38889, 0.6; 131.28951, 0.6; 83.68865, 0.6; 66.7751, 0.6; 143.56349, 0.6; 50.54191, 0.6; 133.42336, 0.6; 138.58743, 0.6; 113.03606, 0.6; 50.51244, 0.6; 115.80801, 0.6","130.08628, 100; 131.03727, 19.4; 130.03995, 18.5; 65.01327, 13.4; 131.08342, 10.9; 89.01329, 9.7; 130.93022, 6.9; 131.08963, 5.2; 129.09113, 2.1",6.661544429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C00123; cpd:C00407; cpd:C01570; cpd:C01777; cpd:C01933; cpd:C02378; cpd:C02486; cpd:C06418; cpd:C08263; cpd:C11227; cpd:C16434; cpd:C16439; cpd:C16647; cpd:C17213; cpd:C20988; cpd:C21092; cpd:C21096,3.458470825,L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate;,NA,NA,NA,NA
I160.0969R6.82_HILICPos,HILICPos,17455669.72,1679860.077,22601320.28,160.0969008,409.2745036,5-Acetamidopentanoate Calystegin A3; 5-Acetamidopentanoate Calystegin A3; 5-Acetamidopentanoate Calystegin A3; 5-Acetamidopentanoate Calystegin A3;,3,,,"160.09685, 100; 160.13319, 5.8; 98.09698, 3.2; 118.08654, 2.6; 161.10025, 2.6; 72.0814, 2.3; 159.10104, 0.9; 161.08225, 0.9; 142.08636, 0.8; 159.11254, 0.7","160.09692, 100; 160.1334, 5.4; 98.09684, 3.1; 161.10035, 3; 118.08656, 2; 160.08842, 1; 72.08142, 0.9; 161.09287, 0.7; 159.10164, 0.7","160.09684, 100; 160.13333, 4.5; 161.10011, 3.5; 98.0969, 3.2; 118.08648, 1.3; 142.08662, 0.7; 161.09288, 0.6","160.09687, 100; 160.13334, 5.5; 98.09689, 3.8; 161.10031, 2.6; 118.08659, 1.9; 72.08144, 0.8",6.821241726,NA,NA,I160.0969R6.82,2,I+2,+,NA,99,158.0795808,NA,NA,NA,cpd:C02712; cpd:C03087; cpd:C08269; cpd:C10151; cpd:C10850,2.919919271,5-Acetamidopentanoate Calystegin A3; 5-Acetamidopentanoate Calystegin A3; 5-Acetamidopentanoate Calystegin A3; 5-Acetamidopentanoate Calystegin A3;,NA,NA,NA,NA
I132.1021R0.87_CyanoAq,CyanoAq,17136700.51,1780548.08,26925327.37,132.1020961,52.20045489,Isoleucine ID:CE000620,2,Leucine,1,"86.09705, 100; 132.1021, 14.8; 87.09406, 10.9; 87.10041, 3.6; 69.07059, 1.8; 122.01962, 1.3; 90.90391, 0.7; 132.04788, 0.7","86.09701, 100; 132.10205, 17.8; 87.09404, 8.4; 87.10035, 2.6; 69.07063, 1.7; 90.9038, 1.3; 122.01956, 1.1; 133.10558, 0.7","86.09702, 100; 132.10205, 26.2; 87.09404, 8.2; 87.10036, 3.8; 69.07058, 2.2; 90.90372, 2; 122.0194, 1.6; 133.10538, 0.6","86.09707, 100; 132.10214, 30.6; 90.90379, 6.8; 87.09406, 6.6; 122.01988, 4.1; 87.10042, 3.8; 131.92998, 1.9; 132.10786, 1; 69.07063, 1; 94.53859, 0.9; 149.94055, 0.9; 132.0578, 0.8; 58.06594, 0.8; 133.10565, 0.8; 132.90297, 0.6",0.870007582,NA,NA,I132.1021R0.87,63; 63,M+H-CH2; I,+; +,145.119; NA,NA; 77,NA; 132.102096144419,NA,NA,NA,cpd:C00123; cpd:C00407; cpd:C01570; cpd:C01777; cpd:C01933; cpd:C02378; cpd:C02486; cpd:C06418; cpd:C08263; cpd:C11227; cpd:C16434; cpd:C16439; cpd:C16647; cpd:C17213; cpd:C20988; cpd:C21092; cpd:C21096,2.706653594,L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate;,"86.09705, 100; 132.1021, 14.8; 87.09406, 10.9; 87.10041, 3.6; 69.07059, 1.8; 122.01962, 1.3; 90.90391, 0.7; 132.04788, 0.7",Isoleucine ID:CE000620,1.445006738,1.1570271
I120.0811R5.29_HILICPos,HILICPos,16204322.05,1541259.551,22857040.24,120.0810534,317.567317,NA,4,,,NA,NA,NA,NA,5.292788617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I195.0765R10.08_HILICPos,HILICPos,15709041.5,2813911.775,27725317.36,195.0764959,604.8117975,NA,4,,,"195.07643, 100; 149.07097, 91.5; 194.1176, 72.7; 135.04262, 31.5; 195.12118, 16.3; 58.0659, 12.2; 131.0703, 6.6; 214.61522, 5.4; 195.18571, 5.2; 72.08146, 4.9; 194.08429, 4.3; 132.07378, 4.1; 89.06028, 3.8; 136.04737, 3.8; 196.07985, 2; 103.03957, 1.6; 117.95981, 1.5; 150.07433, 1.5; 195.1493, 1.4; 194.08507, 1.3; 71.04977, 1.3; 57.0342, 1.3; 123.01117, 1.2; 79.02184, 1.2; 176.0705, 1.1; 104.04277, 0.9; 196.09697, 0.7; 99.04458, 0.7; 195.08667, 0.6","195.0766, 100; 149.07108, 96.6; 194.1177, 75.2; 135.04419, 34.5; 131.07038, 19.7; 195.12116, 18.6; 58.06594, 12.6; 132.07385, 9.9; 195.18591, 6.9; 89.06028, 4.6; 57.0343, 4.2; 136.04738, 4.1; 103.03953, 3.9; 71.04984, 3.7; 194.08459, 3.6; 72.0809, 3.6; 79.02187, 3; 99.04446, 2.6; 117.9598, 2.3; 133.07472, 1.8; 113.05998, 1.6; 72.05324, 1.6; 196.07999, 1.5; 104.0426, 1.2; 61.02912, 1.2; 195.14912, 1.1; 130.01691, 1; 195.11225, 1; 150.07449, 0.9; 176.07076, 0.7; 58.03761, 0.7","149.07101, 100; 195.07646, 99.8; 194.11763, 55.9; 135.04416, 24.3; 195.12115, 16.1; 131.07043, 14.4; 58.06592, 9.6; 132.07375, 6.9; 194.08459, 6; 195.18568, 5.3; 72.08144, 4.9; 103.03937, 3.6; 136.04742, 3.3; 57.03431, 2.8; 71.04981, 2.4; 89.06025, 2.3; 196.08066, 2.1; 123.01123, 1.8; 133.07484, 1.6; 150.07466, 1.5; 79.02184, 1.4; 104.04272, 1.2; 113.06007, 1.1; 117.9598, 1.1; 195.14912, 1; 195.08694, 1; 61.02909, 0.9; 176.071, 0.7; 99.04441, 0.6","149.07105, 100; 195.07652, 98.6; 194.11769, 67.7; 131.07043, 35.1; 135.0428, 33.3; 132.07369, 20.6; 195.1212, 16.2; 58.06591, 12.4; 103.03947, 9.2; 57.03427, 8.9; 71.04988, 7.4; 194.08466, 6.6; 195.18565, 6; 72.0815, 5.7; 136.0475, 4.3; 99.04456, 3.8; 104.04274, 3.3; 133.07478, 3; 113.05999, 2.9; 89.06027, 2.5; 123.01125, 2.3; 196.08017, 2.2; 61.02916, 2.2; 72.05313, 2.1; 79.02182, 1.9; 150.07436, 1.9; 58.0376, 1.8; 176.07031, 0.9; 117.95964, 0.8; 71.01336, 0.8; 114.06351, 0.7; 195.11272, 0.6",10.08019662,NA,NA,I195.0765R10.08,77; 77,M+H; I,+; +,194.078; NA,NA; 187,NA; 195.076495945768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I289.1393R10.28_HILICPos,HILICPos,15321324.28,10217.92054,19517926.67,289.1392912,616.5382127,NA,4,,,"289.13922, 100; 230.12617, 22.4; 274.11603, 21; 288.28925, 10.6; 186.10005, 7.3; 290.14212, 6.2; 303.18872, 3.4; 223.80304, 1.6; 289.29239, 1.2; 223.81425, 1.2; 197.09251, 1.1; 231.07356, 1; 243.09676, 0.9; 92.6909, 0.9; 152.72855, 0.8; 57.05591, 0.8; 106.08657, 0.8; 74.34898, 0.8; 123.02426, 0.8; 123.0691, 0.8; 275.57355, 0.8; 255.92531, 0.8; 220.49463, 0.8; 119.3531, 0.7; 62.59895, 0.7; 128.69093, 0.7; 234.67741, 0.7; 62.84556, 0.7; 123.43354, 0.7; 91.91442, 0.7; 112.62689, 0.7; 114.28103, 0.7; 270.55905, 0.7; 50.65128, 0.7; 128.87227, 0.7; 106.66223, 0.6","289.13942, 100; 230.12639, 23.5; 274.11609, 23.1; 231.92117, 16.6; 214.52011, 14.6; 288.28949, 14.4; 229.92373, 12.9; 213.91053, 11.2; 186.10012, 9.4; 211.91345, 8.1; 217.03104, 6.5; 214.50705, 6.3; 117.99069, 5; 230.92517, 4.4; 236.92655, 3.5; 221.39943, 3.4; 254.93726, 3.4; 289.29262, 3.1; 217.04439, 2.8; 212.91458, 2.8; 117.00681, 2.8; 136.00126, 2.1; 234.92946, 1.9; 290.14223, 1.8; 212.92616, 1.6; 205.924, 1.5; 141.00674, 1.4; 230.92482, 1.3; 230.93723, 0.8; 207.92061, 0.8; 253.94125, 0.8; 228.93999, 0.8; 199.10811, 0.8; 230.09026, 0.7; 223.93507, 0.7; 237.64818, 0.7; 266.96399, 0.7; 96.04944, 0.7; 139.56877, 0.7; 228.11079, 0.7; 53.35232, 0.6; 171.08409, 0.6; 217.01562, 0.6; 189.90974, 0.6; 88.91144, 0.6; 52.83974, 0.6; 55.85777, 0.6; 185.54674, 0.6; 79.00191, 0.6; 184.25401, 0.6; 85.9159, 0.6; 88.07571, 0.6; 193.0538, 0.6; 87.71495, 0.6; 185.37753, 0.6; 149.95053, 0.6; 137.58232, 0.6; 97.742, 0.6; 54.30949, 0.6; 196.89555, 0.6; 94.41441, 0.6; 145.94572, 0.6; 219.395, 0.6; 66.97392, 0.6","289.13933, 100; 274.1158, 23.8; 230.12612, 23.5; 186.10004, 7.1; 288.28973, 5.1; 290.14285, 4.1; 217.51396, 3.5; 212.11546, 2.2; 230.09064, 1.7; 221.09196, 1.6; 231.92089, 1.4; 199.10768, 1.3; 223.82529, 1; 223.83815, 1","289.1394, 100; 230.1261, 26.7; 274.11595, 25.6; 186.09993, 9.1; 288.28983, 5.4; 212.11563, 3.1; 231.92102, 2.8; 290.14252, 2.6; 230.09011, 1.9; 199.10815, 1.9; 213.91052, 1.9; 187.084, 1.3; 223.84023, 1.2; 219.51419, 1.1; 211.91329, 1.1; 220.09883, 1; 229.92389, 1; 221.09198, 1; 197.09231, 0.9; 256.10512, 0.9; 212.91443, 0.8; 223.82559, 0.6; 230.92441, 0.6; 271.12875, 0.6",10.27563688,NA,NA,I289.1393R10.28,10,2M+Na,+,133.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I298.957R7.41_HILICNeg,HILICNeg,15295435.08,286491.295,19927207.64,298.9569597,444.8304242,NA,4,,,NA,NA,NA,NA,7.413840403,NA,NA,I298.957R7.41,3219; 3219; 3219,M+Cl+CF3COOH; M-H-COCH2; I,-; -; -,129.999; 341.969; NA,NA; NA; 140,NA; NA; 298.956959706892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
